SampleID,sampleID_ENA,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Depth_unit,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Temperature_unit,Temperature_flag,Salinity,Salinity_unit,Salinity_flag,pH,pH_unit,pH_flag,PO43,PO43_unit,PO43_flag,NO3,NO3_unit,NO3_flag,POC,POC_unit,POC_flag,NO2,NO2_unit,NO2_flag,DOC,DOC_unit,DOC_flag,NanoMicroPlankton,NanoMicroPlankton_unit,NanoMicroPlankton_flag,PAR,PAR_unit,PAR_flag,Conductivity,Conductivity_unit,Conductivity_flag,PP_C,PP_C_unit,PP_C_flag,Oxygen,Oxygen_unit,Oxygen_flag,PON,PON_unit,PON_flag,MesoMacroPlankton,MesoMacroPlankton_unit,MesoMacroPlankton_flag,BacterialProduction_C,BacterialProduction_C_unit,BacterialProduction_C_flag,DON,DON_unit,DON_flag,NH4+,NH4+_unit,NH4+_flag,SiOH4,SiOH4_unit,SiOH4_flag,Turbidity,Turbidity_unit,Turbidity_flag,Fluorometer,Fluorometer_unit,Fluorometer_flag,Chl_a,Chl_a_unit,Chl_a_flag
OSD152_2014-06_NPL022_1,OSD152_2014-06-20_10m_NPL022,OSD2014,OSD152,OSD152_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1650Z.pdf,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program,2014-06-20T16:50,44.6936,-63.6403,10,m,CAN,0,Scotian Shelf,0,North Atlantic Ocean,1912,neritic epipelagic zone biome ENVO:01000042,natural harbor ENVO:00000465,coastal sea water ENVO:00002150,10L Niskin,10m - cast 2,"dive vessel, Eastcom",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275503,ERS667512,8.5,centigrade,,30.1,PSU,,8.2,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,2,micromol/m^2/s,,3218,mS/cm,,not present,not present,,294,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,4.2,V,,not present,not present,
OSD152_2014-06_NE08_1,OSD152_2014-06-20_1m_NE08,OSD2014,OSD152,OSD152_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1554Z.pdf,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program,2014-06-20T15:54,44.6936,-63.6403,1,m,CAN,0,Scotian Shelf,0,North Atlantic Ocean,1912,neritic epipelagic zone biome ENVO:01000042,natural harbor ENVO:00000465,coastal sea water ENVO:00002150,10L Niskin,1m - cast 1 for eukaryotes,"dive vessel, Eastcom",NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275501,ERS667510,12.8,centigrade,,28.9,PSU,,8.2,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,2.58,micromol/m^2/s,,3437,mS/cm,,not present,not present,,294,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,2.2,V,,not present,not present,
OSD152_2014-06_NPL022_2,OSD152_2014-06-20_1m_NPL022,OSD2014,OSD152,OSD152_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1610Z.pdf,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program,2014-06-20T16:10,44.6936,-63.6403,1,m,CAN,0,Scotian Shelf,0,North Atlantic Ocean,1912,neritic epipelagic zone biome ENVO:01000042,natural harbor ENVO:00000465,coastal sea water ENVO:00002150,10L Niskin,1m - cast 2,"dive vessel, Eastcom",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275500,ERS667509,12.8,centigrade,,28.9,PSU,,8.2,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,2.58,micromol/m^2/s,,3437,mS/cm,,not present,not present,,294,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,2.2,V,,not present,not present,
OSD152_2014-06_NPL022_2,OSD152_2014-06-20_5m_NPL022,OSD2014,OSD152,OSD152_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1630Z.pdf,Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program,2014-06-20T16:30,44.6936,-63.6403,5,m,CAN,0,Scotian Shelf,0,North Atlantic Ocean,1912,neritic epipelagic zone biome ENVO:01000042,natural harbor ENVO:00000465,coastal sea water ENVO:00002150,10L Niskin,5m - cast 2,"dive vessel, Eastcom",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275502,ERS667511,10.8,centigrade,,29.8,PSU,,8.2,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,2.33,micromol/m^2/s,,3363,mS/cm,,not present,not present,,304,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,3.5,V,,not present,not present,
OSD153_2014-06_NPL022_1,OSD153_2014-06-21_0m_NPL022,OSD2014,OSD153,OSD153_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD153_20140621T1015Z.pdf,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",2014-06-21T10:15,36.997655,-7.981656,0,m,PRT,0,Iberian Coastal,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,coastal sea water ENVO:00002150,"5L Plastic water Gallons, Disinfected",Surface water from the costal Faro Island. Five samples were taken for amplicon and metagenomic Sequencing.,On Site Access,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275499,ERS667508,21.1,centigrade,,34.4,PSU,,8.15,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,8.83,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.3839,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD154_2014-06_NPL022_1,OSD154_2014-06-20_1m_NPL022,OSD2014,OSD154,OSD154_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD154_20140620T1120Z.pdf,impact of global change on coastal zones and its relative importance compared with local human activities,2014-06-20T11:20,44.66666,-1.16666,1,m,FRA,260,Celtic-Biscay Shelf,24,Bay of Biscay,2359,marine pelagic biome ENVO:01000023,surface water ENVO:00002042,sea water ENVO:00002149,30 liters - Niskin,surface water,research vessel PLANULA IV,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275498,ERS667507,20.7,centigrade,,32.4,PSU,,8.05,dimensionless,,0.04,micromol/l,,1,micromol/l,,not present,not present,,0.04,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,231.4,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,1.21,micromol/l,,4.8,micromol/l,,not present,not present,,not present,not present,,1.16,mg/m^3,
OSD155_2014-06_NPL022_1,OSD155_2014-06-21_12.8m_NPL022,OSD2014,OSD155,OSD155_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD155_20140621T0700Z.pdf,"Testing the hands OSD concept for future use with students and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",2014-06-21T07:00,59.81618,10.59863,12.8,m,NOR,1278,North Sea,0,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,Water sample with 1 bucket a 5 L deployed 2x at 1 m (HCL washed),A sheltered location at the latitude of a realtime weather station. In total 10 liter of sweater was sampled and filtered /subsampled( Parallels) as follows by different groups of pupils,C4 Bombard,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275496,ERS667505,18.7,centigrade,,30.054,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD155_2014-06_NPL022_2,OSD155_2014-06-21_1m_NPL022,OSD2014,OSD155,OSD155_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD155_20140621T0700Z.pdf,"Testing the hands OSD concept for future use with students and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",2014-06-21T07:00,59.81618,10.59863,1,m,NOR,1278,North Sea,0,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,Water sample with 1 bucket a 5 L deployed 2x at 1 m (HCL washed),A sheltered location at the latitude of a realtime weather station. In total 10 liter of sweater was sampled and filtered /subsampled( Parallels) as follows by different groups of pupils,C4 Bombard,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275497,ERS667506,18.7,centigrade,,30.054,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD156_2014-06_NPL022_1,OSD156_2014-06-21_11.8m_NPL022,OSD2014,OSD156,OSD156_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD156_20140621T1000Z.pdf,Testing the hands OSD concept for future use with students and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour possibly status of pops and microplastics Note Due too unforeseen logistics Kavringen was selected instead of Hvaler coral site .,2014-06-21T10:00,59.89961,10.71999,11.8,m,NOR,769,North Sea,189,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,1 bucket a 5 L deployed x at 1 m,OSD156_n_1m 4.5 Liters sampled Other paremeters will be available The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected Total Volume 4.5 filtered in smaller volumes 6 filters used labelled OSD_156_1_m1 OSD_156_2_m1 OSD_156_3_m1 OSD_156_4_m1 OSD_156_5_m1 OSD_156_6_m1 All filtering was done by syringe and hand,OSF,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275495,ERS667504,17.8,centigrade,,30.054,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD156_2014-06_NPL022_2,OSD156_2014-06-21_1m_NPL022,OSD2014,OSD156,OSD156_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD156_20140621T1000Z.pdf,Testing the hands OSD concept for future use with students and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour possibly status of pops and microplastics Note Due too unforeseen logistics Kavringen was selected instead of Hvaler coral site .,2014-06-21T10:00,59.89961,10.71999,1,m,NOR,769,North Sea,189,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,1 bucket a 5 L deployed x at 1 m,OSD156_n_1m 4.5 Liters sampled Other paremeters will be available The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected Total Volume 4.5 filtered in smaller volumes 6 filters used labelled OSD_156_1_m1 OSD_156_2_m1 OSD_156_3_m1 OSD_156_4_m1 OSD_156_5_m1 OSD_156_6_m1 All filtering was done by syringe and hand,OSF,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275494,ERS667503,17.8,centigrade,,30.054,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD157_2014-06_NPL022_1,OSD157_2014-06-20_1m_NPL022,OSD2014,OSD157,OSD157_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD157_20140620T0900Z.pdf,Testing the hands OSD concept for future use with students and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,2014-06-20T09:00,59.622,10.6282,1,m,NOR,469,North Sea,0,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m,Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m,Trygve Braarud,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275493,ERS667502,18,centigrade,,26.115,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD157_2014-06_NPL022_2,OSD157_2014-06-20_80m_NPL022,OSD2014,OSD157,OSD157_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD157_20140620T0900Z.pdf,Testing the hands OSD concept for future use with students and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,2014-06-20T09:00,59.622,10.6282,80,m,NOR,469,North Sea,0,Skaggerak,2379,marine pelagic biome ENVO:01000023,fjord ENVO:00000039,sea water ENVO:00002149,Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m,Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m,Trygve Braarud,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275492,ERS667501,11.5,centigrade,,34.7,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD158_2014-06_NPL022_1,OSD158_2014-06-21_0m_NPL022,OSD2014,OSD158,OSD158_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD158_20140621T1120Z.pdf,Microbial environmenta Characterization,2014-06-21T11:20,37.4328,-25.19,0,m,PRT,33331,Iberian Coastal,not present,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket,Seawater surface water,Zephirus (zodiac),NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275491,ERS667500,19.2,centigrade,,35.7,PSU,,7.43,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,26.9,mS/cm,,not present,not present,,327.5,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.4,FTU,,not present,not present,,not present,not present,
