SampleID,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Salinity,pH,PO43,NO3,POC,NO2,DOC,NanoMicroPlankton,PAR,Conductivity,PP_C,Oxygen,PON,MesoMacroPlankton,BacterialProduction_C,DON,NH4+,SiOH4,Turbidity,Fluorometer,Chl_a
OSD63_2014-06_NPL022_1,OSD2014,OSD63,OSD63_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD63_20140620T1130Z.pdf,Ocean Sampling Day June 2014,2014-06-20T11:30,45.31435,12.508317,0,ITA,13918,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5 LT bottle,"Each replicate was composed by 4 sub-replicates (i.e., 4 sterivex, in order to reach a filtered volume of about 5 lt per replicate). Thus, we have a total of 16 sterivex sent (4 per replicate, one sampling site).",CNR LITUS BOAT,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275579,ERS667597,21.781,32.768,8.65,0.06,6.17,not present,0.17,not present,not present,not present,46.894,not present,302.7,not present,not present,not present,not present,0.6,5.52,2.77,0.34,0.93
OSD64_2014-06_NPL022_1,OSD2014,OSD64,OSD64_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD64_20140621T0930Z.pdf,"OSD in the bay of Odessa, Black Sea, Ukraine",2014-06-21T09:30,46.44155,30.77595,1,UKR,145,Black Sea,1258,Black Sea,3319,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Nansen bottle,Surface water,UOA-7119PM171G,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275578,ERS667596,20.3,17.63,8.4,1,1,not present,2,not present,not present,not present,32.2,not present,not present,not present,not present,not present,not present,1,not present,not present,not present,not present
OSD65_2014-06_NPL022_1,OSD2014,OSD65,OSD65_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD65_20140620T2230Z.pdf,collect water samples for microbial analysis.,2014-06-20T22:30,-36.292794,174.818567,0.1,NZL,575,New Zealand Shelf,198,South Pacific Ocean,1910,marine biome ENVO:00000447,surface water ENVO:00002042,coastal sea water ENVO:00002150,Sterilised wine bottle,Surface seawater sample.,Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275577,ERS667595,16,34,8.34,not present,1.1,not present,0.17,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,0.3,not present,not present,not present,not present
OSD69_2014-06_NPL022_1,OSD2014,OSD69,OSD69_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD69_20140621T1508Z.pdf,OSD samplig,2014-06-21T15:08,45.4568,12.2605,0,ITA,0,Mediterranean Sea,16,Adriatic Sea,3314,mediterranean sea biome ENVO:01000047,lagoon ENVO:00000038,brackish water ENVO:00002019,10 L bottle,The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filters reported here,UNIPD Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275576,ERS667594,25.7,29.41,7.83,0.24,7.69,not present,0.37,not present,not present,not present,not present,not present,5.01,not present,not present,not present,not present,1.94,14.07,not present,not present,4.11
OSD7_2014-06_NPL022_1,OSD2014,OSD7,OSD7_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD7_20140621T2000Z.pdf,"Longterm coral reef monitoring programm at the Tiahura reef, Moorea, FRENCH Polynesia",2014-06-21T20:00,-17.2894,-149.53985,0.1,PYF,23919,not present,not present,Iles du Vent,32803,marine reef biome ENVO:01000029,surface water ENVO:00002042,sea water ENVO:00002149,none,none,none,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275638,ERS667659,27,37,not present,not present,not present,not present,not present,not present,not present,not present,55.7,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD70_2014-06_NPL022_1,OSD2014,OSD70,OSD70_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD70_20140621T1111Z.pdf,OSD sampling,2014-06-21T11:11,45.4142,12.4378,0,ITA,1547,Mediterranean Sea,0,Adriatic Sea,3314,mediterranean sea biome ENVO:01000047,coastal inlet ENVO:00000137,sea water ENVO:00002149,10 L bottle,The Label field reflects the sample title reported on the filter itself: each filter has this label with a progressive number according to the list of filter reported here,UNIPD Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275575,ERS667593,23.4,31.67,8.24,0.145,3.81,not present,0.35,not present,not present,not present,not present,not present,5.47,not present,not present,not present,not present,3.81,12.96,not present,not present,2.62
OSD71_2014-06_NE08_1,OSD2014,OSD71,OSD71_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD71_20140621T2335Z.pdf,"We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data",2014-06-20T23:35,-45.7442,170.7706,0,NZL,4621,New Zealand Shelf,0,South Pacific Ocean,1910,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket and Horiba U-50 Multiparameter,Surface water from Otago coastal waters,"research vessel, BERYL BREWIN",NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,10.99,35.2,8.35,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD71_2014-06_NPL022_1,OSD2014,OSD71,OSD71_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD71_20140621T2335Z.pdf,"We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data",2014-06-20T23:35,-45.7442,170.7706,0,NZL,4621,New Zealand Shelf,0,South Pacific Ocean,1910,neritic epipelagic zone biome ENVO:01000042,surface water ENVO:00002042,sea water ENVO:00002149,Bucket and Horiba U-50 Multiparameter,Surface water from Otago coastal waters,"research vessel, BERYL BREWIN",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275574,ERS667592,10.99,35.2,8.35,not present,not present,not present,not present,not present,not present,not present,54.5,not present,9.05,not present,not present,not present,not present,not present,not present,not present,not present,1.7
OSD72_2014-06_NE08_1,OSD2014,OSD72,OSD72_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD72_20140621T0912Z.pdf,"Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.",2014-06-21T09:12,54.8333,10,0.8,DNK,2504,Baltic Sea,0,Kattegat,2374,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,CTD with Niskin bottle rossette and single Niskin bottles (10l),surface seawater samples,RV Lttorina,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,13.994,14.253,7.01,0.03,0.03,not present,0.07,not present,not present,not present,19.853,not present,9.426,not present,not present,not present,not present,0.06,5.95,not present,not present,not present
OSD72_2014-06_NPL022_1,OSD2014,OSD72,OSD72_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD72_20140621T0912Z.pdf,"Monthly sampling at Boknis Eck began on 30 April 1957. Thus, Boknis Eck is one of the oldest - still operated - time series sites worldwide.",2014-06-21T09:12,54.8333,10,0.8,DNK,2504,Baltic Sea,0,Kattegat,2374,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,CTD with Niskin bottle rossette and single Niskin bottles (10l),surface seawater samples,RV Lttorina,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275573,ERS667591,13.994,14.253,7.01,0.03,0.03,not present,0.07,not present,not present,not present,19.853,not present,9.426,not present,not present,not present,not present,0.06,5.95,not present,not present,not present
OSD73_2014-06_NPL022_1,OSD2014,OSD73,OSD73_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD73_20140621T1115Z.pdf,Investigate Ocean Microbial Diversity,2014-06-21T11:15,41.6835,-8.8341,1,PRT,315,Iberian Coastal,79,North Atlantic Ocean,1912,estuarine biome ENVO:01000020,surface water ENVO:00002042,coastal sea water ENVO:00002150,Acide Washed Bucket,Mouth of Lima estuary_Surface Water,None,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275571,ERS667589,18.4,32.3,8.25,3.52,12.16,6830,0,not present,not present,not present,not present,not present,8.03,not present,not present,not present,not present,1.38,12.08,not present,not present,not present
OSD74_2014-06_NPL022_1,OSD2014,OSD74,OSD74_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD74_20140621T1115Z.pdf,Investigate Ocean Microbial Diversity,2014-06-21T11:15,41.1416,-8.6668,1,PRT,387,Iberian Coastal,0,North Atlantic Ocean,1912,estuarine biome ENVO:01000020,surface water ENVO:00002042,coastal sea water ENVO:00002150,Acid washed bucket,Surface Water,none,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275570,ERS667588,20.2,13.75,7.83,3.96,58.92,3000,1.18,not present,not present,not present,not present,not present,9.08,not present,not present,not present,not present,7.24,21.17,not present,not present,not present
OSD76_2014-06_NE08_1,OSD2014,OSD76,OSD76_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD76_20140620T0915Z.pdf,Metagenomic research on seawater of the NW Adriatic Sea,2014-06-20T09:15,43.9475,12.935,0.5,ITA,not present,Mediterranean Sea,not present,Adriatic Sea,3314,not present,not present,not present,tank/CTD,Three samples,Athena Research Vessel_Urbino University_Italy,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275569,ERS667587,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD76_2014-06_NPL022_1,OSD2014,OSD76,OSD76_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD76_20140620T0915Z.pdf,Metagenomic research on seawater of the NW Adriatic Sea,2014-06-20T09:15,43.9475,12.935,0.5,ITA,2898,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,tank/CTD,Three samples,Athena Research Vessel_Urbino University_Italy,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275568,ERS667586,23.61,27.78,8.4,0.31,4.8,not present,0.08,not present,13205333,not present,not present,not present,not present,not present,not present,not present,0.22,0.68,3.8,not present,not present,not present
OSD77_2014-06_NE08_1,OSD2014,OSD77,OSD77_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD77_20140620T1100Z.pdf,Metagenomic research on seawater of the NW Adriatic Sea,2014-06-20T11:00,43.8514,13.0731,0.5,ITA,2079,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,tank/CTD,prokaryote and eukaryote protocols were performed,Athena Research Vessel_Urbino University_Italy,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275566,ERS667584,24.1,26.29,8.5,0.6,7.4,not present,0.1,not present,540444,not present,not present,not present,not present,not present,not present,not present,0.23,0.76,4.67,not present,not present,not present
OSD77_2014-06_NPL022_1,OSD2014,OSD77,OSD77_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD77_20140620T1100Z.pdf,Metagenomic research on seawater of the NW Adriatic Sea,2014-06-20T11:00,43.8514,13.0731,0.5,ITA,2079,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,tank/CTD,prokaryote and eukaryote protocols were performed,Athena Research Vessel_Urbino University_Italy,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275567,ERS667585,24.1,26.29,8.5,0.6,7.4,not present,0.1,not present,540444,not present,not present,not present,not present,not present,not present,not present,0.23,0.76,4.67,not present,not present,not present
OSD78_2014-06_NPL022_1,OSD2014,OSD78,OSD78_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD78_20140621T0900Z.pdf,short abstract,2014-06-21T09:00,43.57,13.595,0.5,ITA,247,Mediterranean Sea,47,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5 L Niskin bottle,surface water sampling,CONISMA - URL ANCONA,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275565,ERS667583,24.25,34.33,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD80_2014-06_NPL022_1,OSD2014,OSD80,OSD80_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD80_20140621T1930Z.pdf,"As part of the Arctic Science partnership, the Young Sound campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",2014-06-21T19:30,74.31,-20.3043,0,GRL,1666,Greenland Sea,0,Greenland Sea,2356,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,40L bucket,interface between sea ice and seawater formed by ice melting,"92, ice shelf",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275564,ERS667582,-0.1,5,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD80_2014-06_NE08_1,OSD2014,OSD80,OSD80_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD80_20140621T1830Z.pdf,"As part of the Arctic Science partnership, the Young Sound campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",2014-06-21T18:30,74.31,-20.3043,2,GRL,1666,Greenland Sea,0,Greenland Sea,2356,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,peristaltic pump,at a depth of 0.5m below landfast sea ice with a thickness of 1.5m,"92, ice shelf",NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,-1.6,32,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD80_2014-06_NPL022_2,OSD2014,OSD80,OSD80_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD80_20140621T1730Z.pdf,"As part of the Arctic Science partnership, the Young Sound campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",2014-06-21T17:30,74.31,-20.3043,2,GRL,1666,Greenland Sea,0,Greenland Sea,2356,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,peristaltic pump,at a depth of 0.5m below landfast sea ice with a thickness of 1.5m,"92, ice shelf",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275562,ERS667580,-1.6,32,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD81_2014-06_NPL022_1,OSD2014,OSD81,OSD81_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD81_20140621T1058Z.pdf,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",2014-06-21T10:58,37.005053,-7.973119,0,PRT,407,Iberian Coastal,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"5L Plastic water Gallons, Disinfected",Surface water from the coastal Lagoon Ria Formosa. Five samples were taken foe amplicon and metagenomic sequencing.,Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275561,ERS667579,22.2,34.3,7.99,not present,not present,not present,not present,not present,not present,not present,not present,not present,7.86,not present,not present,not present,not present,1.154,not present,not present,not present,not present
OSD87_2014-06_NPL022_1,OSD2014,OSD87,OSD87_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD87_20140621T1107Z.pdf,Samples for OSD collected during the MCZ Data and Evidence Collection Program,2014-06-21T11:07,51.0953,1.3405,9,GBR,2525,Celtic-Biscay Shelf,0,English Channel,2389,marine biome ENVO:00000447,marine wind mixed layer ENVO:01000061,sea water ENVO:00002149,5l sterile nalgene bottle,sample collected into 8 sterivex cartriges,RV Cefas Endeavour,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,15.86,35.08,not present,not present,not present,not present,not present,not present,not present,not present,4.39,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD9_2014-06_NE08_1,OSD2014,OSD9,OSD9_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD9_20140618T0418Z.pdf,"The San Pedro Ocean Time-series station, or SPOT, is a long term study of the microbial and biogeochemical cycles in the San Pedro Basin off Southern California. Sampling for Ocean Sampling Day in June 2014 was performed at the SPOT station to maintain continuity and a broader ecological context for the solstice day. Many marine sites around the globe conducted sampling within this time frame of several days.",2014-06-18T04:18,33.55,-118.4,0,USA,13383,California Current,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,saline water ENVO:00002010,5 gallon bucket,"From the sample water, five sterivex filters and five 47mm 0.8um PC filters were collected. Volumes from 4-10L.","research vessel, R/V Yellowfin",NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,19.2,33.56,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD9_2014-06_NPL022_1,OSD2014,OSD9,OSD9_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD9_20140618T0418Z.pdf,"The San Pedro Ocean Time-series station, or SPOT, is a long term study of the microbial and biogeochemical cycles in the San Pedro Basin off Southern California. Sampling for Ocean Sampling Day in June 2014 was performed at the SPOT station to maintain continuity and a broader ecological context for the solstice day. Many marine sites around the globe conducted sampling within this time frame of several days.",2014-06-18T04:18,33.55,-118.4,0,USA,13383,California Current,0,North Pacific Ocean,1908,oceanic epipelagic zone biome ENVO:01000035,marine wind mixed layer ENVO:01000061,sea water ENVO:00002149,5 gallon bucket,"From the sample water, five sterivex filters and five 47mm 0.8um PC filters were collected. Volumes from 4-10L.","research vessel, R/V Yellowfin",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275637,ERS667658,19.2,33.56,not present,not present,not present,not present,0,not present,1269916760,2058.448,4.54,not present,222.449,not present,not present,0.00476,not present,0,not present,not present,0.03,not present
OSD90_2014-06_NPL022_1,OSD2014,OSD90,OSD90_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD90_20140621T0800Z.pdf,"Dataset on microbial diversity and function from a unique environment such as Etoliko Lagoon, Greece",2014-06-21T08:00,38.48435,21.31689,2,GRC,1083,Mediterranean Sea,0,Ionian Sea,3351,freshwater lake biome ENVO:01000252,surface water ENVO:00002042,fresh water ENVO:00002011,5L Niskin Bottle,freshwater lake,Research Vessel,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275559,ERS667577,26.29,15.09,8.36,0.0116,0.016,not present,0.0033,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,0.043,not present,0.1,not present,3.75
OSD91_2014-06_NPL022_1,OSD2014,OSD91,OSD91_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD91_20140621T1100Z.pdf,Exploring diversity,2014-06-21T11:00,32.74675,-9.036667,2,MAR,0,Canary Current,328,North Atlantic Ocean,1912,neritic mesopelagic zone biome ENVO:01000043,surface water ENVO:00002042,coastal sea water ENVO:00002150,bottle 5L,water samples,ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275558,ERS667576,19,27.24,8.15,not present,107.93,not present,0.0001,not present,not present,not present,39600,not present,0.7,not present,not present,not present,not present,not present,0.5,3,not present,not present
OSD92_2014-06_NPL022_1,OSD2014,OSD92,OSD92_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD92_20140621T1100Z.pdf,Exploring diversity,2014-06-21T11:00,33.583917,-7.700639,2,MAR,0,Canary Current,0,North Atlantic Ocean,1912,neritic mesopelagic zone biome ENVO:01000043,surface water ENVO:00002042,coastal sea water ENVO:00002150,bottle 5L,water samples,ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275557,ERS667575,24,30.75,8.15,not present,105.01,not present,0.0001,not present,not present,not present,44700,not present,0.78,not present,not present,not present,not present,not present,0.5,3.75,not present,not present
OSD93_2014-06_NPL022_1,OSD2014,OSD93,OSD93_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD93_20140621T1100Z.pdf,Exploring diversity,2014-06-21T11:00,33.259611,-8.499222,2,MAR,49,Canary Current,0,North Atlantic Ocean,1912,neritic mesopelagic zone biome ENVO:01000043,surface water ENVO:00002042,coastal sea water ENVO:00002150,bottle 5L,water samples,ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275556,ERS667574,19,32.88,8.36,not present,111.76,not present,0.0001,not present,not present,not present,478000,not present,0.78,not present,not present,not present,not present,not present,0.5,8.61,not present,not present
OSD94_2014-06_NPL022_1,OSD2014,OSD94,OSD94_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD94_20140621T0930Z.pdf,exploring diversity,2014-06-21T09:30,35.086353,-2.214658,0,MAR,0,Mediterranean Sea,0,Alboran Sea,3324,mediterranean sea biome ENVO:01000047,surface water ENVO:00002042,coastal sea water ENVO:00002150,bottle 5L,water samples,ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275555,ERS667573,23.6,31,8.01,0.27,0.15,1,0.02,252,not present,not present,51.37,not present,7,not present,not present,not present,not present,not present,not present,not present,not present,0.54
OSD95_2014-06_NPL022_1,OSD2014,OSD95,OSD95_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD95_20140621T0825Z.pdf,none,2014-06-21T08:25,1.2685,103.9168,0,SGP,3040,South China Sea,0,Singapore Strait,4336,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket,none,none,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275554,ERS667572,31,31.03,7.9,not present,not present,not present,not present,not present,not present,not present,53.3,not present,171,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD96_2014-06_NPL022_1,OSD2014,OSD96,OSD96_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD96_20140621T1250Z.pdf,Microbial environment characterization,2014-06-21T12:50,37.4257,-25.3156,0,PRT,31844,Iberian Coastal,not present,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,Bucket,Seawater surface water,Zephirus (zodiac),NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275553,ERS667571,18.5,35,7.6,not present,not present,not present,not present,not present,not present,not present,27.9,not present,9.02,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD97_2014-06_NPL022_1,OSD2014,OSD97,OSD97_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD97_20140621T1235Z.pdf,"Water sampling for surface microbial community characterization in Faial-Pico channel, a highly dynamic region influenced by tides charactherized by semidiurnal periodocity with maximum values during falling sea level. SST varies from 16C (winter/spring months) to 24C (summer/autumn months) with 0,1mg/m3 Chla (summer /autumn months) to about 2mg/m3 (winter/spring months)",2014-06-21T12:35,38.5297,-28.601778,0.5,PRT,1623,Iberian Coastal,not present,North Atlantic Ocean,1912,oceanic epipelagic zone biome ENVO:01000033,surface water ENVO:00002042,coastal sea water ENVO:00002150,bucket,30 L collected,Semi-Inflatable Vessel Pintado,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275552,ERS667570,16.9,35.6,8.082,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD98_2014-06_NPL022_1,OSD2014,OSD98,OSD98_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD98_20140621T1240Z.pdf,Water sample from dock in Urzelina for microbial community,2014-06-21T12:40,38.64,-28.13,0.5,PRT,179,Iberian Coastal,not present,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,bucket,surface water,from shore,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275551,ERS667569,18.7,35.6,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OSD99_2014-06_NE08_1,OSD2014,OSD99,OSD99_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD99_20140621T1024Z.pdf,C1 is an Italian LTER site for the North Adriatic Sea (Italy). The OSD project will enrich the present time series data set with the state-of-the-art sequencing information on the microbial and eukaryotic community,2014-06-21T10:24,45.70092,13.71003,1,ITA,360,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"5 L Niskin Bottle, PAR, CTD",We have collected a total of 100 liters of seawaters. It took ca.1 hr and the water was stored at RT in acid washed 20 L PC bottles in the dark until we have reached the laboratory. Eukaryotic Community filtered onto PC filters,Research Vessel: VF RAFF 07,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,20.821,33.931,8.27,0.012,2.321,116.4,0.051,116.4417,1150000,1432.95,47.278,not present,208.31,27.81,10710.86,9.37,not present,0.547,3.496,0.29,not present,0.49
